timestamp,timestring,Close_D
1440720000000,2015-08-28,1.82
1440979200000,2015-08-31,1.64
1441065600000,2015-09-01,1.48
1441152000000,2015-09-02,1.34
1441238400000,2015-09-03,1.47
1441324800000,2015-09-04,1.61
1441584000000,2015-09-07,1.63
1441670400000,2015-09-08,1.79
1441756800000,2015-09-09,1.96
1441843200000,2015-09-10,2.13
1441929600000,2015-09-11,1.97
1442188800000,2015-09-14,1.78
1442275200000,2015-09-15,1.76
1442361600000,2015-09-16,1.87
1442448000000,2015-09-17,1.99
1442534400000,2015-09-18,1.94
1442793600000,2015-09-21,1.79
1442880000000,2015-09-22,1.96
1442966400000,2015-09-23,2
1443052800000,2015-09-24,2.09
1443139200000,2015-09-25,2.19
1443571200000,2015-09-30,2.1
1443657600000,2015-10-01,1.99
1443744000000,2015-10-02,1.99
1444003200000,2015-10-05,2.1
1444089600000,2015-10-06,2.08
1444176000000,2015-10-07,1.99
1444262400000,2015-10-08,1.98
1444608000000,2015-10-12,1.88
1444694400000,2015-10-13,2.05
1444780800000,2015-10-14,2.09
1444867200000,2015-10-15,2.05
1444953600000,2015-10-16,1.85
1445212800000,2015-10-19,1.67
1445299200000,2015-10-20,1.51
1445385600000,2015-10-21,1.36
1445472000000,2015-10-22,1.23
1445558400000,2015-10-23,1.11
1445817600000,2015-10-26,1
1445904000000,2015-10-27,0.9
1430784000000,2015-05-05,8.58
1430870400000,2015-05-06,8.3
1430956800000,2015-05-07,8.05
1431043200000,2015-05-08,7.49
1431302400000,2015-05-11,7.02
1431388800000,2015-05-12,7.1
1431475200000,2015-05-13,7.53
1431561600000,2015-05-14,7.68
1431648000000,2015-05-15,7.84
1431907200000,2015-05-18,7.83
1431993600000,2015-05-19,7.83
1432080000000,2015-05-20,7.76
1432166400000,2015-05-21,7.74
1432252800000,2015-05-22,7.74
1432512000000,2015-05-25,7.68
1432598400000,2015-05-26,7.7
1432684800000,2015-05-27,7.61
1432771200000,2015-05-28,7.5
1432857600000,2015-05-29,7.2
1433116800000,2015-06-01,6.64
1433203200000,2015-06-02,6.79
1433289600000,2015-06-03,6.8
1433376000000,2015-06-04,6.7
1433462400000,2015-06-05,6.29
1433721600000,2015-06-08,6.69
1433808000000,2015-06-09,6.38
1433894400000,2015-06-10,6.36
1433980800000,2015-06-11,6.32
1434067200000,2015-06-12,6.48
1434326400000,2015-06-15,6.47
1434412800000,2015-06-16,6.26
1434499200000,2015-06-17,6.26
1434585600000,2015-06-18,5.66
1434931200000,2015-06-22,5.83
1435017600000,2015-06-23,5.9
1435104000000,2015-06-24,5.87
1435190400000,2015-06-25,5.86
1435276800000,2015-06-26,5.82
1435536000000,2015-06-29,5.97
1435622400000,2015-06-30,5.97
1435708800000,2015-07-01,5.96
1435795200000,2015-07-02,6.17
1435881600000,2015-07-03,6.09
1436140800000,2015-07-06,5.91
1436227200000,2015-07-07,5.97
1436313600000,2015-07-08,5.9
1436400000000,2015-07-09,5.93
1436745600000,2015-07-13,5.89
1436832000000,2015-07-14,5.97
1436918400000,2015-07-15,5.89
1437004800000,2015-07-16,5.8
1437091200000,2015-07-17,5.22
1437350400000,2015-07-20,4.7
1437436800000,2015-07-21,4.23
1437523200000,2015-07-22,3.81
1437609600000,2015-07-23,3.43
1437696000000,2015-07-24,3.47
1437955200000,2015-07-27,3.13
1438041600000,2015-07-28,2.82
1438128000000,2015-07-29,2.79
1438214400000,2015-07-30,2.52
1438300800000,2015-07-31,2.27
1438560000000,2015-08-03,2.05
1438646400000,2015-08-04,1.9
1438732800000,2015-08-05,2.09
1438819200000,2015-08-06,2.29
1438905600000,2015-08-07,2.51
1439164800000,2015-08-10,2.5
1439251200000,2015-08-11,2.37
1439337600000,2015-08-12,2.49
1439424000000,2015-08-13,2.25
1439510400000,2015-08-14,2.15
1439769600000,2015-08-17,2
1439856000000,2015-08-18,2.03
1439942400000,2015-08-19,2.06
1440028800000,2015-08-20,2.15
1440115200000,2015-08-21,2.05
1440374400000,2015-08-24,1.9
1440460800000,2015-08-25,1.76
1440547200000,2015-08-26,1.85
1440633600000,2015-08-27,2.02
1440720000000,2015-08-28,1.82
1440979200000,2015-08-31,1.64
1441065600000,2015-09-01,1.48
1441152000000,2015-09-02,1.34
1441238400000,2015-09-03,1.47
1441324800000,2015-09-04,1.61
1441584000000,2015-09-07,1.63
1441670400000,2015-09-08,1.79
1441756800000,2015-09-09,1.96
1441843200000,2015-09-10,2.13
1441929600000,2015-09-11,1.97
1442188800000,2015-09-14,1.78
1442275200000,2015-09-15,1.76
1442361600000,2015-09-16,1.87
1442448000000,2015-09-17,1.99
1442534400000,2015-09-18,1.94
1442793600000,2015-09-21,1.79
1442880000000,2015-09-22,1.96
1442966400000,2015-09-23,2
1443052800000,2015-09-24,2.09
1443139200000,2015-09-25,2.19
1443571200000,2015-09-30,2.1
1443657600000,2015-10-01,1.99
1443744000000,2015-10-02,1.99
1444003200000,2015-10-05,2.1
1444089600000,2015-10-06,2.08
1444176000000,2015-10-07,1.99
1444262400000,2015-10-08,1.98
1444608000000,2015-10-12,1.88
1444694400000,2015-10-13,2.05
1444780800000,2015-10-14,2.09
1444867200000,2015-10-15,2.05
1444953600000,2015-10-16,1.85
1445212800000,2015-10-19,1.67
1445299200000,2015-10-20,1.51
1445385600000,2015-10-21,1.36
1445472000000,2015-10-22,1.23
1445558400000,2015-10-23,1.11
1445817600000,2015-10-26,1
1445904000000,2015-10-27,0.9
