timestamp,timestring,Close_D
1475539200000,2016-10-04,19.4
1475625600000,2016-10-05,19.5
1475712000000,2016-10-06,19.4
1476144000000,2016-10-11,18.4
1476230400000,2016-10-12,18.5
1476316800000,2016-10-13,18.5
1476403200000,2016-10-14,18.2
1476662400000,2016-10-17,18.5
1476835200000,2016-10-19,18.15
1476921600000,2016-10-20,18.1
1477008000000,2016-10-21,18.2
1477267200000,2016-10-24,18.2
1477353600000,2016-10-25,18
1477440000000,2016-10-26,18.15
1477526400000,2016-10-27,18.1
1477612800000,2016-10-28,17.85
1477872000000,2016-10-31,17.8
1478044800000,2016-11-02,17.7
1478131200000,2016-11-03,17.65
1478217600000,2016-11-04,17.7
1478476800000,2016-11-07,17.65
1478563200000,2016-11-08,18.45
1478649600000,2016-11-09,17.2
1478736000000,2016-11-10,17.2
1478822400000,2016-11-11,16.8
1479081600000,2016-11-14,16.3
1479168000000,2016-11-15,16.05
1479254400000,2016-11-16,16.15
1479340800000,2016-11-17,16.1
1479427200000,2016-11-18,16.25
1479686400000,2016-11-21,16.35
1479772800000,2016-11-22,16.3
1479859200000,2016-11-23,14.7
1479945600000,2016-11-24,16.15
1480032000000,2016-11-25,15.5
1480291200000,2016-11-28,16.3
1480377600000,2016-11-29,16.45
1480464000000,2016-11-30,16.45
1480550400000,2016-12-01,16.45
1480636800000,2016-12-02,16.45
1480896000000,2016-12-05,16.45
1480982400000,2016-12-06,16.8
1481068800000,2016-12-07,16.8
1481155200000,2016-12-08,17.1
1481241600000,2016-12-09,17
1481500800000,2016-12-12,16.7
1481587200000,2016-12-13,16.9
1481673600000,2016-12-14,16.45
1481760000000,2016-12-15,16.5
1481846400000,2016-12-16,16.6
1482105600000,2016-12-19,16.55
1482192000000,2016-12-20,16.55
1482278400000,2016-12-21,16.5
1482364800000,2016-12-22,16.4
1482451200000,2016-12-23,16.4
1482710400000,2016-12-26,16.4
1482796800000,2016-12-27,16.7
1482883200000,2016-12-28,16.5
1482969600000,2016-12-29,16.1
1483056000000,2016-12-30,16.4
1483401600000,2017-01-03,16.4
1483488000000,2017-01-04,16.4
1483574400000,2017-01-05,16.3
1483660800000,2017-01-06,16.25
1483920000000,2017-01-09,17.3
1484006400000,2017-01-10,16.9
1484092800000,2017-01-11,16.6
1484179200000,2017-01-12,16.4
1484265600000,2017-01-13,16.3
1484611200000,2017-01-17,16.3
1484697600000,2017-01-18,16.45
1484784000000,2017-01-19,16.5
1484870400000,2017-01-20,15.95
1485129600000,2017-01-23,16
1485216000000,2017-01-24,16
1485993600000,2017-02-02,16.2
1486080000000,2017-02-03,16.2
1486339200000,2017-02-06,16.2
1486425600000,2017-02-07,16.1
1486512000000,2017-02-08,16.15
1486598400000,2017-02-09,16.15
1486684800000,2017-02-10,16.2
1486944000000,2017-02-13,16.35
1487030400000,2017-02-14,16.4
1487116800000,2017-02-15,16.35
1487203200000,2017-02-16,16.75
1487289600000,2017-02-17,16.5
1487376000000,2017-02-18,16.7
1487548800000,2017-02-20,16.7
